0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,label
-0.0003349009137351562,0.7071730896573732,1.0229288772135965,-1.0151038771441965,0.0011581699945833,632.1209819102755,500.09389089417726,0.04395376896511831,1.785885231626353,2.35937351798841,-2.489661319862209,0.0056362294052808275,0.8638746449470122,1.2590457801967492,-1.2095866170688523,-0.0009673963090250057,0.08412417385517784,0.3491625877458315,-0.4356995485559305,-2.544030013853778e-05,0.010837956644446152,0.028803180607604197,-0.035952116789926,normal_50Hz_noise0.01
3.7100593033798648e-06,0.7070659708419185,1.0370764471415503,-1.0250087959460568,-0.00086120113116975,632.3767131043621,499.94228713638927,0.044731004827702404,1.7858743771649992,2.3627889237747555,-2.4921885408210223,0.0058495997590323505,0.8629256635906853,1.2532672173533466,-1.2036587668867131,-0.0017457235115442063,0.0834499800523811,0.3491660529928252,-0.4376708971998412,-0.00019411782530915283,0.010580471206207689,0.027922479580936896,-0.031153799283064262,normal_50Hz_noise0.01
0.0012223344013697166,0.7073643323864836,1.0330729520086612,-1.0189325642388176,0.0019961909887084,632.2527542266566,500.3657928339643,0.04869521458144364,1.7866748016688225,2.374831060636862,-2.4984614318192815,0.0058091201593126855,0.8634127964943293,1.2470838859441473,-1.2268517000896138,-0.0012302911314282443,0.08407633095090557,0.3520476195058358,-0.43553831853499747,0.0005476431086119933,0.01047476036776397,0.04193587890040099,-0.031033598570873643,normal_50Hz_noise0.01
-0.0001785784493529259,0.7072038183326527,1.0128093921187775,-1.0166364894667923,-0.0020218702870267,632.3132926053219,500.13727255454626,0.04336988310938747,1.7860482979246761,2.366838753843205,-2.4879659696828735,0.006542800579716554,0.8632984112089164,1.248227322581255,-1.2273857304845754,-0.0015185957608744214,0.08206697466167283,0.36512046102818513,-0.40658512386658724,-1.1083258968990395e-05,0.010669869419855156,0.03116085660365448,-0.031778198507502,normal_50Hz_noise0.01
-0.0004587075844509809,0.7068528313733868,1.0154804463915383,-1.0163023462298069,-8.833361057115002e-05,631.8530277859138,499.64113563322155,0.043037095519140124,1.784494242152693,2.3666968271308297,-2.4912588864557907,0.007247235328885836,0.862617378310169,1.2433043214349742,-1.222620871702382,-0.00017461597947108546,0.08265579312035934,0.35516501627985236,-0.41259695629830584,0.0005797618367981782,0.01064186260379283,0.03314369273350452,-0.0287249435061039,normal_50Hz_noise0.01
0.00040287164575056566,0.7073431881053964,1.0404426876288873,-1.024399358432669,0.0026892095535817,632.1381479261463,500.3345480646691,0.045588609918240465,1.785619654962498,2.3633315598059985,-2.4980677847482533,0.007246714687676978,0.8642675010965455,1.2475147598310743,-1.226130396653173,2.6099248914245222e-05,0.08416253609205233,0.36987618653405846,-0.4167890010764416,-0.0001861829289082278,0.010887523182539296,0.03362890272485347,-0.03185229309118573,normal_50Hz_noise0.01
8.441745535663703e-05,0.707150519345886,1.0167916543361992,-1.0177201350738256,0.0009286724814321001,632.1806450010806,500.061864137463,0.04490225831305316,1.786334053193167,2.3765476958788105,-2.4935823681365257,0.007357774891950991,0.8627629479432511,1.2525778851692202,-1.2095900018454664,-0.0011821244084177398,0.08316643886703394,0.3542962513479885,-0.40053543778770523,3.8462120538004185e-05,0.010555196525494774,0.026810056611458005,-0.030114789764136504,normal_50Hz_noise0.01
0.00016094664041238493,0.706977280804541,1.0174603669628934,-1.0225033476275054,0.0006225277334657,632.1962387379348,499.8169014776039,0.04465220431563172,1.784715567312131,2.3594464581591477,-2.4804098278679545,0.007362775180460588,0.864159444494851,1.2465866210969399,-1.2131076285176616,-0.00010447428506919911,0.08334306221324443,0.35693553704622527,-0.4100703578602247,0.00012230658013919605,0.010752558817121687,0.02885174239053087,-0.028733666343082716,normal_50Hz_noise0.01
3.3372624173481745e-05,0.7070877390568548,1.0252611647212069,-1.017749904196283,0.0018198293402479,632.0801992445586,499.97307183826695,0.04456777285095454,1.7862466088009628,2.37101626041051,-2.4966115482574187,0.006203897385647158,0.8622765989677899,1.2461546476075487,-1.2198940023934175,-0.0007692193355765054,0.08334772034772091,0.35001105463936805,-0.4140396690802136,-0.00010168041266889194,0.011338792046193057,0.031269859162307935,-0.03240837154353206,normal_50Hz_noise0.01
-0.00018800965081582131,0.7069309195645042,1.017338320926282,-1.014060677055985,-0.0009762058784549,632.0212420784917,499.7513603839442,0.04347179669872259,1.7853748409444663,2.377520193564422,-2.4898377183267266,0.006492222954732608,0.8634652823914349,1.2476552691896388,-1.214816790233917,-0.001401823013460179,0.08288948182288877,0.36289349728432113,-0.40195088598463447,0.00017704680207172464,0.010414357987734504,0.03172815557261014,-0.0330740719496631,normal_50Hz_noise0.01
